datum,innen_min,aussen_min,innen_max,aussen_max,innen_avg,aussen_avg
2015-12-24 23:59:31,21750,6500,22625,12375,22008,9004
2015-12-25 23:59:17,21500,9000,23250,14187,22343,10533
2015-12-26 23:59:51,22000,9625,24187,16187,22630,13305
2015-12-27 23:59:08,22187,9875,24250,14937,22788,11571
2015-12-28 23:58:59,20812,7062,22375,12937,21534,9419
2015-12-29 23:58:58,20062,3437,20875,7562,20394,5738
2015-12-30 23:59:02,19437,-188,20062,4062,19764,2128
2015-12-31 23:59:11,19125,-1375,19500,4187,19247,1535
2016-01-01 23:59:02,19062,2750,19187,5312,19121,4268
2016-01-02 23:58:59,18750,-5688,20312,3312,19116,-1747
2016-01-03 23:59:47,19812,-9063,22250,-4500,20557,-7660
2016-01-04 23:59:37,20812,-9250,21875,-5125,21107,-6988
2016-01-05 23:59:53,20750,-7563,23937,-4688,21530,-6360
2016-01-06 23:59:07,22375,-6813,23625,-3875,22562,-5526
2016-01-07 23:59:27,22000,-5625,23437,-938,22422,-3461
2016-01-08 23:59:04,21625,-938,23000,8562,22103,4040
2016-01-09 23:59:05,21750,1250,22750,7312,22206,3698
2016-01-10 23:59:24,22125,187,23812,6875,22624,2773
2016-01-11 23:59:20,22000,3375,22562,6312,22261,4563
2016-01-12 23:59:08,21812,3062,22812,6687,22186,5147
2016-01-13 23:59:05,21812,3187,23750,9562,22326,5097
2016-01-14 23:59:44,22125,2250,23625,11812,22505,4738
2016-01-15 23:59:09,21937,1312,22687,3375,22233,2413
2016-01-16 23:59:07,21937,1687,25500,10312,22663,3622
2016-01-17 23:59:47,22312,812,25500,6250,22961,2629
2016-01-18 23:59:26,22187,-2500,23187,6312,22406,478
2016-01-19 23:59:05,22125,-4438,23125,5125,22413,-1775
2016-01-20 23:59:40,22250,-1438,22562,7000,22383,1470
2016-01-21 23:59:13,21937,-1438,24937,6125,22796,1089
2016-01-22 23:59:49,21625,-5750,23687,2687,22359,-2602
2016-01-23 23:59:49,20687,-4500,22000,5312,21277,1044
2016-01-24 23:59:47,21750,4750,23187,11750,22124,6157
2016-01-25 23:59:54,21250,4937,22750,11312,21779,8583
2016-01-26 23:59:17,22250,7562,22937,12375,22435,9684
2016-01-27 23:59:10,22312,8937,23500,13437,22474,10842
2016-01-28 23:59:45,22250,5562,23687,13937,22698,9865
2016-01-29 23:59:01,22375,3375,23687,11250,22723,6926
2016-01-30 23:59:15,22125,6187,23750,12812,22701,8776
2016-01-31 23:59:15,21625,3875,23375,10437,21917,5873
2016-02-01 23:59:37,22250,6000,23125,13687,22478,8762
2016-02-02 23:59:42,22562,7250,25250,13875,23170,10396
2016-02-03 23:59:58,22625,5562,25312,12312,23153,7523
2016-02-04 23:59:09,22187,4875,24375,10812,22752,6140
2016-02-05 23:59:41,22250,3500,22687,10125,22488,5757
2016-02-06 23:59:55,22000,6875,23500,13062,22502,9318
2016-02-07 23:59:35,21937,6250,23375,12000,22235,8562
2016-02-08 23:59:56,22062,6937,24062,12312,22570,8934
2016-02-09 23:59:10,22000,7812,23187,13812,22377,9352
2016-02-10 23:59:39,22312,5437,23687,13937,22572,7440
2016-02-11 23:59:55,22062,4250,22500,10750,22250,6445
2016-02-12 23:59:21,22000,2687,24187,11000,22449,5670
2016-02-13 23:58:59,21875,937,22562,8312,22064,3804
2016-02-14 23:59:44,21312,2625,24375,7125,22659,4519
2016-02-15 23:59:09,21437,4250,22937,9750,22256,6336
2016-02-16 23:59:22,21812,1312,23625,8812,22350,4331
2016-02-17 23:59:38,21687,-563,23687,5250,22344,2107
2016-02-18 23:59:52,21812,1687,22250,8000,22048,4906
2016-02-19 23:59:17,21812,4125,23375,9875,22129,6260
2016-02-20 23:59:09,21875,2187,23125,9625,22144,4990
2016-02-21 23:59:29,21125,6187,23062,13375,21847,9081
2016-02-22 23:59:41,20437,5437,21125,11500,20750,8596
2016-02-23 23:59:09,20125,4500,20437,9562,20292,6672
2016-02-24 23:59:17,19875,3187,20187,9062,20019,5605
2016-02-25 23:59:32,19750,2062,19937,6812,19849,3488
2016-02-26 23:59:44,19687,2750,19937,8375,19766,4678
2016-02-27 23:59:28,19875,-375,24562,7937,21357,3834
2016-02-28 23:59:44,21062,2750,24000,9187,21772,4948
2016-02-29 23:59:55,20750,1250,21062,4937,20897,2960
2016-03-01 23:59:07,20687,1375,20812,8812,20721,4393
2016-03-02 23:59:34,20687,2437,21062,10187,20773,6142
2016-03-03 23:58:58,20812,3437,23375,10125,21449,6800
2016-03-04 23:59:39,21000,2875,23562,11937,21629,6884
2016-03-05 23:59:04,21125,4937,22812,10625,21435,7015
2016-03-06 23:59:47,21062,4437,23187,10562,21570,6545
2016-03-07 23:59:47,21562,3875,23875,11125,22077,6286
2016-03-08 23:59:12,21187,2500,23125,12375,21705,6627
2016-03-09 23:59:33,21437,1937,22812,11687,21738,6109
2016-03-10 23:59:52,21500,4062,22937,10312,21782,6640
2016-03-11 23:59:10,21000,5125,21625,8312,21231,6638
2016-03-12 23:59:43,20687,3375,21312,7500,20941,5284
2016-03-13 23:59:33,21000,2562,23500,6500,21899,4385
2016-03-14 23:59:28,21000,2437,23062,10875,21598,6956
2016-03-15 23:59:45,21187,5250,22625,8187,21726,6422
2016-03-16 23:59:54,21062,3062,24125,11437,22119,6861
2016-03-17 23:59:44,21187,3000,21687,14687,21368,8790
2016-03-18 23:59:59,20937,5500,23562,9875,21617,7799
2016-03-19 23:59:28,21250,6062,22937,14562,21741,8956
2016-03-20 23:59:49,21062,6562,22250,11000,21321,7981
2016-03-21 23:59:04,21062,5750,21812,12437,21412,8098
2016-03-22 23:59:19,21250,7000,22937,12500,21705,9070
2016-03-23 23:59:31,21437,5750,24125,11312,22128,8768
2016-03-24 23:59:37,21500,4187,24562,12437,22388,8218
2016-03-25 23:59:51,21500,6687,24250,13000,22056,8475
2016-03-26 23:59:28,21687,9125,24687,17000,22496,11932
2016-03-27 23:59:57,20875,6000,21812,17500,21379,11104
2016-03-28 23:59:28,21437,7250,22937,17750,21730,12310
2016-03-29 23:59:40,21562,7687,24000,13875,22088,9930
2016-03-30 23:59:04,21687,6375,24250,13500,22243,9625
2016-03-31 23:59:17,21750,8500,23375,14625,22305,10797
2016-04-01 23:59:37,21812,8125,23937,16250,22406,11447
2016-04-02 23:59:43,21375,4750,22625,18000,21912,11405
2016-04-03 23:59:15,21562,8437,22937,20375,21912,14179
2016-04-04 23:59:15,21750,12562,22812,21187,21934,16735
2016-04-05 23:59:18,21750,12750,23062,23437,22081,17675
2016-04-06 23:59:14,21875,11250,24562,17937,22560,14166
2016-04-07 23:59:27,22187,10437,25000,16500,22958,12689
2016-04-08 23:59:39,21937,8187,23562,17625,22381,12378
2016-04-09 23:59:54,21687,7937,24625,16312,22304,12107
2016-04-10 23:59:56,21812,9250,24625,12500,22427,10241
2016-04-11 23:59:00,21812,7937,21937,13812,21876,11159
2016-04-12 23:59:14,21562,10062,23812,16000,22179,12449
2016-04-13 23:59:10,21812,9937,23812,19937,22260,14578
2016-04-14 23:59:01,21687,10000,22062,14187,21790,11907
2016-04-15 23:59:05,21500,7437,23062,15875,21840,11246
2016-04-16 23:59:22,21562,9187,22687,16000,21850,12317
2016-04-17 23:59:53,21437,10187,23187,17687,21819,12521
2016-04-18 23:59:06,21500,7437,21875,16437,21703,11993
2016-04-19 23:59:16,21500,9687,23312,16500,21905,12464
2016-04-20 23:59:31,21500,9062,23312,16500,21960,12033
2016-04-21 23:59:33,21687,7812,23312,17687,22114,13235
2016-04-22 23:59:53,21687,8375,24187,17312,22317,12852
2016-04-23 23:59:12,21687,8562,22625,15687,21988,11503
2016-04-24 23:59:44,21500,6062,23562,14312,21892,9111
2016-04-25 23:59:47,21437,4937,23062,12812,21853,8688
2016-04-26 23:59:55,21875,5625,24125,13250,22319,8378
2016-04-27 23:59:01,21687,4625,23062,12687,21975,7459
2016-04-28 23:58:59,21437,4750,22000,12687,21670,8141
2016-04-29 23:59:09,21000,4500,25062,17062,22221,11643
2016-04-30 23:59:22,21812,8500,23125,20250,22141,14358
2016-05-01 23:59:22,21500,9312,22750,19625,21997,15055
2016-05-02 23:59:21,21750,9187,21937,20375,21853,15474
2016-05-03 23:59:21,21812,10687,22000,21687,21912,15325
2016-05-04 23:59:17,21812,9875,22000,16562,21858,13006
2016-05-05 23:59:17,21687,11062,21937,21250,21776,16191
2016-05-06 23:59:30,21812,12437,22062,23875,21908,18748
2016-05-07 23:59:36,21875,14000,22562,25312,22045,20022
2016-05-08 23:59:02,21812,14812,23500,25250,22255,20143
2016-05-09 23:59:22,21875,15187,22812,25375,22414,20805
2016-05-10 23:59:25,22125,14750,23437,24937,22537,20429
2016-05-11 23:59:33,22250,15500,22875,25375,22594,21018
2016-05-12 23:59:46,22062,15437,23375,25312,22617,20087
2016-05-13 23:59:04,21750,14375,23375,23437,22364,18737
2016-05-14 23:59:23,21937,11687,24687,18562,23090,15197
2016-05-15 23:59:08,22062,9437,22875,16312,22461,12231
2016-05-16 23:59:05,22000,9062,24250,16812,22506,12551
2016-05-17 23:59:48,21625,9812,22062,14812,21760,12310
2016-05-18 23:59:45,21562,12187,21687,20812,21622,16109
2016-05-19 23:59:49,21500,14500,21687,23125,21583,18461
2016-05-20 23:59:55,21625,15312,23000,23500,22067,19458
2016-05-21 23:59:52,22125,16562,22625,24812,22343,20610
2016-05-22 23:59:53,22375,16312,23250,28812,22526,22635
2016-05-23 23:58:58,22562,18687,23125,27062,22788,23005
2016-05-24 23:59:56,22812,17062,23500,22687,23044,19100
2016-05-25 23:59:49,23062,15375,23250,18062,23167,16554
2016-05-26 23:59:29,22875,14937,23062,18000,22972,16541
2016-05-27 23:59:20,22875,14375,22937,22562,22905,18718
2016-05-28 23:59:05,22812,14375,22937,24562,22850,19890
2016-05-29 23:59:08,22812,16062,22937,27437,22877,21935
2016-05-30 23:58:58,22625,19312,23437,27125,22859,22155
2016-05-31 23:59:34,22812,17687,23687,25187,22954,21228
2016-06-01 23:59:00,22625,18250,23437,23375,22979,20288
2016-06-02 23:59:00,22875,17375,23750,25750,23006,21505
2016-06-03 23:59:38,22875,18312,23562,26937,23079,23041
2016-06-04 23:59:03,23062,19187,24062,27875,23365,23659
2016-06-05 23:59:36,23500,18875,24687,28000,23671,23484
2016-06-06 23:59:18,22875,17062,23875,25750,23438,21295
2016-06-07 23:59:37,22937,13750,23500,26500,23183,20891
2016-06-08 23:59:56,23125,18125,23937,27187,23316,22845
2016-06-09 23:59:02,22937,17937,23562,23500,23151,20476
2016-06-10 23:59:15,22312,15687,23125,23625,22742,19525
2016-06-11 23:59:41,22062,15187,23125,23000,22487,19191
2016-06-12 23:59:26,22187,13687,23312,22250,22411,17805
2016-06-13 23:59:05,22125,13500,23125,18125,22549,15656
2016-06-14 23:59:17,23062,15875,24000,22812,23338,18785
2016-06-15 23:59:50,23125,16062,23750,20937,23272,18142
2016-06-16 23:58:58,22562,14625,23812,22937,22886,19404
2016-06-17 23:59:27,22500,16125,24062,19750,22686,17544
2016-06-18 23:59:13,22437,15250,23062,21875,22647,18662
2016-06-19 23:59:27,22187,15562,23625,23125,22372,19284
2016-06-20 23:59:33,21937,15187,22250,24312,22050,19838
2016-06-21 23:59:34,21875,16562,22000,23812,21918,19864
2016-06-22 23:59:33,21875,17375,22000,27125,21893,22460
2016-06-23 23:59:44,21937,19250,22562,30812,22131,25634
2016-06-24 23:59:00,22500,22062,23562,33125,22930,27695
2016-06-25 23:59:32,23437,22250,25187,32187,24015,26795
2016-06-26 23:59:16,23875,18875,24812,25000,24239,22192
2016-06-27 23:59:53,23625,18562,24437,25500,23903,21709
2016-06-28 23:59:15,23437,19500,23937,24812,23636,21578
2016-06-29 23:59:28,23375,16750,23750,25437,23466,21083
2016-06-30 23:59:42,23125,17437,23562,25000,23214,21782
2016-07-01 23:59:22,23187,18937,24375,27062,23315,23293
2016-07-02 23:59:10,23500,17875,24125,25000,23662,21279
2016-07-03 23:59:20,23000,15500,23937,23625,23258,19787
2016-07-04 23:59:26,22562,16062,23000,24250,22758,20196
2016-07-05 23:59:29,22375,17250,22562,24875,22446,21266
2016-07-06 23:59:40,22125,15687,22437,20687,22274,18042
2016-07-07 23:59:47,21750,14187,22125,23375,21930,18864
2016-07-08 23:59:33,21625,17750,23125,25250,21818,21241
2016-07-09 23:59:23,21875,17500,23062,23000,22010,19913
2016-07-10 23:59:58,22062,19500,22312,29687,22191,24295
2016-07-11 23:59:07,22312,22187,22812,29437,22511,25485
2016-07-12 23:59:12,22750,21500,23125,27000,22934,23580
2016-07-13 23:59:15,23125,15812,23312,22875,23187,20212
2016-07-14 23:59:32,22750,16250,23250,18500,23055,17395
2016-07-15 23:59:17,22250,15437,22750,20000,22482,17426
2016-07-16 23:59:10,21937,14687,23000,24062,22179,19802
2016-07-17 23:59:14,22125,19375,23562,23062,22227,21042
2016-07-18 23:59:31,21937,18562,23000,21750,22335,20110
2016-07-19 23:59:08,22125,18687,22750,24625,22271,20941
2016-07-20 23:59:42,22250,19250,23125,27062,22448,22944
2016-07-21 23:59:21,22812,19250,23500,27750,22996,23998
2016-07-22 23:59:07,23062,19437,23750,28937,23288,24406
2016-07-23 23:59:55,23312,18187,23562,27812,23407,23357
2016-07-24 23:59:45,23500,19187,24312,28312,23638,23370
2016-07-25 23:59:40,23750,20562,24187,29562,23969,25097
2016-07-26 23:59:52,24125,21937,24750,28625,24328,24922
2016-07-27 23:59:25,24125,19375,24437,26437,24355,21694
2016-07-28 23:59:27,24250,19312,25562,25625,24442,22540
2016-07-29 23:59:15,24000,19000,24562,25625,24181,22565
2016-07-30 23:59:41,23875,20125,24250,25687,23998,22597
2016-07-31 23:59:30,23687,19125,24375,25750,23855,21652
2016-08-01 23:59:38,23187,17062,24750,22937,23560,19817
2016-08-02 23:59:10,22812,16437,23562,20125,23048,18435
2016-08-03 23:59:46,22562,16812,23875,22125,22689,19604
2016-08-04 23:59:48,22625,19187,23312,23062,22760,20665
2016-08-05 23:58:58,22562,17125,22937,22437,22685,19640
2016-08-06 23:59:15,22375,17312,23875,23000,22566,19621
2016-08-07 23:59:20,22062,16250,22375,24000,22198,20130
2016-08-08 23:59:17,22000,18187,22625,27250,22050,21871
2016-08-09 23:59:04,21812,17312,22812,22000,22000,19552
2016-08-10 23:59:43,21312,14812,22375,19687,21585,17013
2016-08-11 23:59:28,20875,12750,21750,19937,21235,16229
2016-08-12 23:59:04,20937,15000,21687,20250,21161,17363
2016-08-13 23:59:30,20812,17687,21000,26312,20891,21376
2016-08-14 23:58:58,20875,18562,21187,23000,21039,20371
2016-08-15 23:59:08,21125,16187,21437,22500,21308,19053
2016-08-16 23:59:36,21062,14187,22250,22250,21396,17831
2016-08-17 23:59:08,21437,12625,22500,22687,21890,17433
2016-08-18 23:59:03,21500,14875,22687,21437,21731,18206
2016-08-19 23:59:00,21437,16312,21875,24500,21579,20323
2016-08-20 23:59:05,21437,17562,22312,24875,21566,20794
2016-08-21 23:59:27,21750,17250,22250,23125,21937,19481
2016-08-22 23:59:12,21937,16187,22187,23562,22024,19787
2016-08-23 23:59:12,21937,18250,22937,23500,22051,20921
2016-08-24 23:59:37,22125,18625,22687,26500,22328,22193
2016-08-25 23:59:04,22437,17750,23437,28437,22697,23023
2016-08-26 23:59:41,22812,18625,23750,29875,22989,24272
2016-08-27 23:59:51,23062,19812,23437,29500,23249,24709
2016-08-28 23:59:21,23375,20125,24000,30437,23644,25157
2016-08-29 23:59:23,23812,19500,24375,24812,24002,22334
2016-08-30 23:59:39,23125,16375,23875,23375,23456,19812
2016-08-31 23:59:05,22937,16000,23562,25312,23147,20615
2016-09-01 23:59:24,22812,16500,23437,26125,22934,21329
2016-09-02 23:59:12,22750,18125,23250,24562,22877,21226
2016-09-03 23:59:29,22812,19375,23312,26000,22883,22010
2016-09-04 23:59:53,22875,18062,23062,23062,23000,20062
2016-09-05 23:59:42,22437,16875,23437,22187,22823,18762
2016-09-06 23:59:24,22312,14687,22687,22062,22471,18235
2016-09-07 23:58:59,22000,14375,22312,24437,22120,19623
2016-09-08 23:59:46,21937,17312,22062,27687,22004,22184
2016-09-09 23:59:31,22000,18687,23000,26562,22193,22237
2016-09-10 23:59:28,22375,18250,22812,25812,22570,21831
2016-09-11 23:59:00,22687,19062,23500,28312,22845,23108
2016-09-12 23:59:38,22875,19062,24062,29562,23274,24092
2016-09-13 23:58:59,23500,20562,24437,30187,23823,24960
2016-09-14 23:59:03,23937,20562,24687,27687,24128,23835
2016-09-15 23:59:27,23687,18312,24250,25750,23980,21817
2016-09-16 23:59:12,23687,17125,23937,26562,23783,21591
2016-09-17 23:59:49,23437,16812,23750,21250,23614,19317
2016-09-18 23:59:21,22812,14312,23437,21687,23137,17440
2016-09-19 23:59:20,22187,14562,22875,22125,22534,17612
2016-09-20 23:59:00,22062,12562,22750,20375,22407,16623
2016-09-21 23:59:01,21687,14625,22562,20687,21886,17192
2016-09-22 23:59:56,21937,11250,22562,21062,22213,16027
2016-09-23 23:59:54,21875,13250,22437,22875,22018,17445
2016-09-24 23:59:25,21562,15062,22250,21437,21770,17629
2016-09-25 23:59:49,21500,12437,22437,22187,21700,16987
2016-09-26 23:59:58,21437,12875,22250,21250,21567,16586
2016-09-27 23:59:15,21625,12312,22937,21750,22127,16678
2016-09-28 23:59:19,21625,14000,22562,21312,21941,17482
2016-09-29 23:59:34,21250,16812,22250,24937,21470,20329
2016-09-30 23:59:02,20937,15187,22000,22250,21361,17975
2016-10-01 23:58:58,21625,12812,23125,15875,22476,14647
2016-10-02 23:59:36,22125,13375,23750,19312,22464,15682
2016-10-03 23:59:29,22000,10875,22500,18500,22212,14391
2016-10-04 23:59:46,20750,11750,24750,17312,22425,14071
2016-10-05 23:59:55,22000,9625,24812,14625,22801,11176
2016-10-06 23:59:31,21500,10812,22000,12500,21689,11698
2016-10-07 23:59:02,21250,10437,21562,14562,21440,11889
2016-10-08 23:59:40,21187,9562,21437,14312,21366,11347
2016-10-09 23:59:17,21125,10062,21437,13687,21294,11156
2016-10-10 23:59:53,21062,9562,21375,14125,21280,11052
2016-10-11 23:59:45,21125,7812,23312,11812,21406,10028
2016-10-12 23:59:11,21812,8000,23750,9500,22520,8675
2016-10-13 23:59:27,21312,7937,24000,9500,22791,8659
2016-10-14 23:58:59,22187,5437,25500,12937,23200,9131
2016-10-15 23:59:39,22562,8000,25562,12125,23199,10001
2016-10-16 23:59:25,21750,9187,22625,11375,22224,10177
2016-10-17 23:59:55,21687,8312,22937,10250,22449,9470
2016-10-18 23:59:51,22000,9000,23500,14250,22417,11315
2016-10-19 23:59:56,22375,9000,23375,14937,22642,12059
2016-10-20 23:59:45,22187,8750,23187,12312,22536,10248
2016-10-21 23:59:21,22250,8625,23437,11375,22502,9915
2016-10-22 23:59:38,22375,7875,23625,15125,22797,10313
2016-10-23 23:59:08,22125,8687,23750,12250,22618,10085
2016-10-24 23:59:15,21625,8000,23125,11062,22445,9442
2016-10-25 23:59:37,21937,9062,23000,12750,22395,11032
2016-10-26 23:59:34,22062,7437,22812,13500,22418,9834
2016-10-27 23:59:44,22000,8312,23375,13125,22447,10620
2016-10-28 23:59:59,22125,10875,23062,15187,22550,12510
2016-10-29 23:59:37,22187,9562,23125,15562,22505,11466
2016-10-30 23:59:48,21937,8687,24000,13812,22470,10668
2016-10-31 23:59:26,21750,6750,23437,14750,22341,10743
2016-11-01 23:59:34,21875,9937,22437,15000,22211,12040
2016-11-02 23:59:29,21250,6375,23187,13562,22126,9149
2016-11-03 23:59:42,22125,4937,23375,12750,22385,7091
2016-11-04 23:58:58,22000,5562,23750,12125,22356,7976
2016-11-05 23:59:06,21812,6375,22437,12062,22020,8620
2016-11-06 23:59:09,21562,7062,25000,13187,22420,8761
2016-11-07 22:21:01,21062,5375,24500,10562,22652,7703
